"NUMQ","FET","CONTFET","DELICTE","VEHIMV","ONV","CONFADR","MUNI_FET","MUNI_FET_1A3","DISTRICTE_FET","BARRI_FET","BARRI_FET_TOTAMB","ONP","ESTACIO_FET","TRANSP_FET","TRANSP_LINIA_FET","TRANSP_ESTACIO_LINIA_FET","VAL_AFEC","NOT_AGRE_1A3","QUI01_AGRE","SIG","MOT_A","MOT_B","MOT_C","MOT_D","MOT_E","MOT_F","MOT_G","MOT_H","MOT_J","MOT_08","MOT_09","MOT_10","MOT_11","MOT_12","MOT_13","MOT_14","MOT_15","MOT_16","MOT_17","MOT_18","MOT_19","MOT_95","DISTRICTE_RES","SEXE","EDAT1699_1A4","NACIO_ACT_UE","NIVELLSOCIO_LLAR","HAB_PERS_1A4","AMBIT","CONSUM","I_ATRACCIO","PES"
200966,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 5 (BLAVA)","L5","8","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.82459321426317
200966,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.82459321426317
200966,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","SEGON CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.82459321426317
200966,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","TERCER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.82459321426317
200967,"ROBATORI/S AL SEU DOMICILI","PRIMER CAS","SÍ",,,"SÍ","BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL",,,,,,"3","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","SÍ","SÍ","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","TRES","DOMICILI","SÍ","MATEIX DISTRICTE",0.734224052744364
200969,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANT ANDREU","HOME","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ",,0.961670032297314
200972,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SARRIÀ-SANT GERVASI","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","NO",,1.10776345880659
200972,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","0 = NO LI VA AFECTAR GENS","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SARRIÀ-SANT GERVASI","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.10776345880659
200972,"ALTRA ESTAFA O FRAU","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SARRIÀ-SANT GERVASI","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,1.10776345880659
200976,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"AUTOBÚS","AUTOBÚS","AUTOBÚS","8","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR PERÒ NO VA ARRIBAR A FIRMAR CAP DOCUMENT","NO","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT MARTÍ","DONA","DE 45 A 64 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.44045735770744
200977,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","L4 - JOANIC",,,"L4 - JOANIC","6","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ESPANYOLA","ALT","DUES","SEGURETAT PERSONAL","SÍ","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.25843928513075
200977,"AGRESSIÓ O INTENT D'AGRESSIÓ SEXUAL","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ESPANYOLA","ALT","DUES","SEGURETAT PERSONAL","SÍ",,1.25843928513075
200978,"ALTRA ESTAFA O FRAU","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","SEGURETAT PERSONAL","SÍ",,1.28120286436048
200983,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 45 A 64 ANYS","ESPANYOLA","ALT","TRES","SEGURETAT PERSONAL","SÍ",,0.334371241745041
200985,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA SAGRADA FAMÍLIA","LA SAGRADA FAMÍLIA","A UN CARRER TRANSITAT",,,,,"1","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","L'EIXAMPLE","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",1.13388180316442
200989,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","SÍ",,0.427382309857036
200989,"ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"4","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.427382309857036
200989,"INTENT/S D'ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN PARC PÚBLIC",,,,,"4","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.427382309857036
200989,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"4","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.427382309857036
200989,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN BAR O RESTAURANT",,,,,"4","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.427382309857036
200989,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"5","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.427382309857036
200989,"INTIMIDACIONS, COACCIONS O AMENACES","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN BAR O RESTAURANT",,,,,"10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","SÍ","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.427382309857036
200989,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","SÍ",,0.427382309857036
200990,"INTENT/S DE ROBATORI AL SEU DOMICILI","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","DOMICILI","NO",,0.427382309857036
200990,"INTENT/S DE ROBATORI AL SEU DOMICILI","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","DOMICILI","NO",,0.427382309857036
200990,"INTENT/S D'ESTREBADA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","NO",,0.427382309857036
200990,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","NO CONTESTA","SEGURETAT PERSONAL","NO",,0.427382309857036
200991,"INTIMIDACIONS, COACCIONS O AMENACES","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","GRÀCIA","(DIST) GRÀCIA","(DIST) GRÀCIA","A UN CARRER AMB POCA GENT",,,,,"8","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","GRÀCIA","DONA","DE 45 A 64 ANYS","ESPANYOLA","BAIX","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.717501122415432
200994,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 5 (BLAVA)","L5","5","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","SÍ","SÍ","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","L'EIXAMPLE","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.13388180316442
200994,"INTENT/S DE ROBATORI D'ALTRES DISPOSITIUS ELECTRÒNICS","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L'EIXAMPLE","DONA","DE 30 A 44 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","NO",,1.13388180316442
200995,"ESTREBADA","PRIMER CAS","SÍ",,,,"HOSPITALET DE LLOBREGAT, L'","RESTA MUNICIPIS DE L'AMB",,,"MUNICIPIS DE L'AMB","A UN PÀRQUING",,,,,"10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NOU BARRIS","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","FORA DE BARCELONA",0.994619237817372
200995,"INTENT/S D'ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","LA BARCELONETA","LA BARCELONETA","A UNA PLATJA",,,,,"10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NOU BARRIS","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.994619237817372
200995,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","DIAGONAL",,,"DIAGONAL","10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NOU BARRIS","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.994619237817372
200995,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","ESPANYA (METRO, FGC)",,,"ESPANYA (METRO, FGC)","10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NOU BARRIS","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.994619237817372
200995,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","ESPANYA (METRO, FGC)",,,"ESPANYA (METRO, FGC)","10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NOU BARRIS","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.994619237817372
200995,"ALTRA ESTAFA O FRAU","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.994619237817372
200996,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","SÍ","COTXE","AL CARRER",,"BARCELONA","BARCELONA","SANT ANDREU","SANT ANDREU","SANT ANDREU",,,,,,"7","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT ANDREU","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","VEHICLE","SÍ","MATEIX DISTRICTE",0.817966397860933
200996,"INTENT/S DE ROBATORI A LA SEGONA RESIDÈNCIA","PRIMER CAS","SÍ",,,,"OLOT","FORA DE L'AMB",,,,,,,,,"9","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"SANT ANDREU","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","SEGONA RESIDÈNCIA","NO","FORA DE BARCELONA",0.817966397860933
200996,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE","A UN CARRER TRANSITAT",,,,,"7","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT ANDREU","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.817966397860933
200996,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE","A UN CARRER TRANSITAT",,,,,"8","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT ANDREU","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.817966397860933
201009,"INTENT/S DE ROBATORI AL SEU DOMICILI","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","HOME","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","DUES","DOMICILI","NO",,1.18294950769995
201009,"INTENT/S DE ROBATORI AL SEU DOMICILI","SEGON CAS","SÍ",,,"SÍ","BARCELONA","BARCELONA","HORTA - GUINARDÓ","SANT GENÍS DELS AGUDELLS","SANT GENÍS DELS AGUDELLS",,,,,,"2","NO, PERÒ SAP QUI HO VA FER","NO EL/LA CONEIXIA","SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","HOME","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","DUES","DOMICILI","NO","MATEIX DISTRICTE",1.18294950769995
201011,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 45 A 64 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ",,0.793796622478166
201016,"ROBATORI/S SENSE VIOLÈNCIA A LA SEVA BOTIGA O NEGOCI","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","LA DRETA DE L'EIXAMPLE","LA DRETA DE L'EIXAMPLE",,,,,,"4","NO, PERÒ SAP QUI HO VA FER","NO EL/LA CONEIXIA","NO CONTESTA",,,,,,,,,,,,,,,,,,,,,,,"SANT ANDREU","HOME","DE 30 A 44 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","NEGOCI","SÍ","ALTRES DISTRICTES",0.780914786195747
